Name,Country,Start year,End year,Proven victims,Possible victims,Notes
Roger Kibbe,United States,1977.0,1987.0,7.0,7.0,"Known as ""The I-5 Strangler"", killed 7 women between 1977 and 1987. 6 along I-5 near Sacramento, and one in Walnut Creek, California. He was tried for the Walnut Creek murder by the Grand Jury before the body was found but in exchange for helping to find the body Kibbe was spared the death penalty and received life in prison. It took detectives 34 years to find the body."
Connecticut River Valley Killer,United States,1978.0,1987.0,7.0,7.0,"Believed responsible for a series of similar knife murders mostly in and around Claremont, New Hampshire, and the Connecticut River Valley, primarily in the 1980s."
Paul Durousseau,United States,1997.0,2003.0,7.0,7.0,A former soldier who strangled several women between the ages of 17 and 26 in the southeastern United States. He had the moniker of the Jacksonville Ripper and had the reputation of being a lewd womanizer.
Todd Kohlhepp,United States,2003.0,2016.0,7.0,7.0,"A registered sex offender; Shot up a motorcycle shop in 2003, killing 4; killed 3 more victims in 2015 and 2016; is currently serving 7 life sentences for the crimes."
Darren Deon Vann,United States,,2014.0,7.0,7.0,Confessed to the murders of at least seven women.
Aileen Wuornos,United States,1989.0,1990.0,7.0,7.0,Sex worker that shot her victims at point blank range. Executed in 2002.
Hu Daoping,China,2003.0,2005.0,7.0,7.0,"Career criminal who, following a jail escape in 1998, killed seven people during robberies."
Nikos Metaxas,Cyprus,2016.0,2018.0,7.0,7.0,"A 35-year-old Cypriot Army officer who killed five women and two children between September 2016 and August 2018. These became known as the ""Mitsero murders."" Sentenced to 7 life sentences."
José Misael Roldán Concha,Chile,1954.0,1957.0,7.0,7.0,"Killed an iron mine worker in 1954. After being free on parole, he killed a woman and five of her seven children. Originally sentenced to death, but was later imprisoned for life after a presidential pardon."
Sataro Fukiage,Japan,1906.0,1924.0,7.0,7.0,Killed seven girls aged 11 to 16 and raped between 93 and 100. Hanged in 1926.
Joseph Taborsky,United States,1950.0,1957.0,7.0,7.0,"Joseph ""Mad Dog"" Taborsky was sentenced to death after brutal robberies and murders in Connecticut during the 1950s."
Václav Mrázek,Czechoslovakia,1951.0,1956.0,7.0,7.0,Killed 7 women in Chomutov. Executed in 1957.
Anatoly Slivko,Soviet Union,1961.0,1985.0,7.0,7.0,"As a member of the Young Pioneers (Soviet Boy Scouts), Slivko gained the trust of 43 young boys over almost three decades, asphyxiated them until they fell unconscious, and then ritually molested, filmed, photographed and resuscitated them. The seven boys that didn't wake up were dismembered and burned. Minutes before his execution in 1989, police asked Slivko for advice in the investigation of Andrei Chikatilo's crimes."
Cincinnati Strangler,United States,1965.0,1966.0,7.0,7.0,"Raped and strangled seven mostly elderly women in Cincinnati, Ohio between 1965 and 1966. Believed to be Posteal Laskey, who was convicted of one murder and died in prison on May 29, 2007."
Émile Louis,France,1975.0,1978.0,7.0,7.0,"Bus driver that preyed on young handicapped women (seven murders) in the 1970s. Sentenced to life in prison on November 25, 2004."
Paul Steven Haigh,Australia,1978.0,1991.0,7.0,7.0,Sentenced to life imprisonment without parole for the murders of seven people in Victoria.
Aleksey Sukletin,Soviet Union,1979.0,1985.0,7.0,7.0,"Known as ""The Alligator""; killed and cannibalized at least 7 girl and women from 1979 to 1985; executed 1987."
Roberto Succo,"Italy, France",1981.0,1988.0,7.0,7.0,"In 1986 he escaped the mental hospital where he was recluded in for murdering his parents five years earlier and began a crime spree in Europe that included burglary, hijacking, kidnapping, rape and murder and earned him the Public Enemy Number One spot in Italy, France and Switzerland. Committed suicide in prison after failing to escape a second time."
Walter E. Ellis,United States,1986.0,2007.0,7.0,7.0,"Known as ""The Milwaukee North Side Strangler""; convicted of killing 7 sex workers in Wisconsin between 1986 and 2007. Died in prison on December 1, 2013."
Harrison Graham,United States,1987.0,1996.0,7.0,7.0,Convicted of killing seven women in Philadelphia and keeping their bodies in his apartment.
Guy Georges,France,1991.0,1997.0,7.0,7.0,"Known as the ""Beast of the Bastille""; serving a life sentence for seven murders between 1991 and 1997."
Motta Navas,India,1996.0,2012.0,7.0,7.0,"Active in Kollam, Kerala, Navas was arrested and imprisoned for his first two murders in 1996 and 2007. During his final crime spree in 2012, he bludgeoned to death five elderly pavement dwellers in their sleep, always after midnight. He feigned a mental illness to avoid suspicion by the police in at least two occasions."
Paul Dennis Reid,United States,1997.0,2006.0,7.0,7.0,Reid killed the employees of restaurants he targeted for a series of robberies.
Samuel Sidyno,South Africa,1998.0,1999.0,7.0,7.0,"Known as the ""Capital Hill Serial Killer"" murdered 7 people in Pretoria from 1998–1999."
Ripper Jayanandan,India,2003.0,2006.0,7.0,7.0,Killed seven people during robberies. Sentenced to death.
Sibusiso Duma,South Africa,2007.0,2016.0,7.0,7.0,Murdered 7 people in the Pietermaritzburg area of KwaZulu Natal in 2007.
Tommy Lynn Sells,United States,1980.0,1999.0,6.0,46.0,Drifter active throughout the United States who specialized in killing children and multiple victims after breaking into their homes. Caught when a 10-year-old girl survived his attack and provided a description of him. Executed in 2014.
Volker Eckert,"East Germany, Germany, France, Spain, Czech Republic, Italy",1974.0,2006.0,6.0,19.0,"German trucker who confessed to having abducted, tortured and killed five sex workers through his route in Western Europe, plus strangling a 14-year-old girl in his native West Germany in 1974, when he was 15. Police considered him perpetrator of nine murders (with four more being possible); he hanged himself in prison before being convicted."
Lorenzo Gilyard,United States,1977.0,1993.0,6.0,13.0,"Known as ""The Kansas City Strangler"". Killed up to 13 sex workers in the Kansas City area from 1977 to 1993. Sentenced to life in 2007."
Władysław Mazurkiewicz,Poland,1950.0,,6.0,30.0,"Known as ""The Gentleman Killer"". Indicted of, and confessed to having committed 30 murders; convicted of six and hanged in 1957."
Gong Runbo,China,2005.0,2006.0,6.0,20.0,Found guilty of the murders of six children and teenagers aged between nine and 16 from 2005 to 2006; executed in 2007.
The Doodler,United States,1974.0,1975.0,6.0,16.0,"Unidentified serial killer who sketched then stabbed to death 14 gay men in San Francisco. Surviving victims did not wish to testify, so the killer was not identified."
Cristopher Chávez Cuellar,Colombia,1990.0,,6.0,15.0,"Known as ""The Soulless""; killed between 6 and at least 15 people starting from the 1990s, including 4 underage brothers; sentenced to 40 years imprisonment."
András Pándy,Belgium,1986.0,1990.0,6.0,14.0,"Former clergyman nicknamed ""Father Bluebeard"", killed his two wives and four of his children with the help of a fifth he was having an incestuous affair with, and whom denounced him to the authorities seven years later. Sentenced to life imprisonment in 2002."
John Wayne Glover,Australia,1989.0,1990.0,6.0,13.0,"British ex-pat living in Australia. Known by the media as ""The Granny Killer"" as he targeted elderly women; killed himself while in prison in 2005."
Alexander Sergeychik,Belarus,2000.0,2006.0,6.0,12.0,Killed between six and 12 people under the influence of alcohol. Executed in 2007.
Adrián Arroyo Gutiérrez,Costa Rica,2014.0,2015.0,6.0,11.0,"Known as ""The Southern Psychopath""; raped and strangled drug-addicted sex workers in San José; sentenced to 110 years imprisonment."
Joseph Naso,United States,1977.0,1994.0,6.0,10.0,"A freelance photographers who raped and strangled to death women in California. Arrested in 2011 and sentenced to death two years later. Known as ""The Double Initial Killer"" since first four victims to be identified bore double initials."
John George Haigh,United Kingdom,1944.0,1949.0,6.0,9.0,"Called the ""Acid Bath Murderer"" for dissolving his victims in sulphuric acid under the belief that he could not be prosecuted for murder if no body was found. He would then forge papers to sell the victims possessions. Confessed nine murders, convicted of six and hanged."
Jack the Stripper,United Kingdom,1964.0,1965.0,6.0,8.0,Murdered at least six sex workers in London and may have been responsible for the deaths of two others before that. Remains unidentified.
Morris Solomon Jr.,United States,1986.0,1987.0,6.0,7.0,"Handyman who killed six young women between 1986 and 1987 in Sacramento, California. Sentenced to death on September 16, 1992."
Mack Ray Edwards,United States,1953.0,1970.0,6.0,6.0,Molester. Murdered 2 young girls and 4 young boys. Claimed at one point to have killed as many as 18.
Terry Peder Rasmussen,United States,1978.0,2002.0,6.0,6.0,"Known as the ""Chameleon Killer""; main suspect in the Bear Brook murders, as well as other murders."
Robert Berdella,United States,1984.0,1987.0,6.0,6.0,"Berdella abducted, raped, tortured, and murdered at least six men."
Juan Chavez,United States,1986.0,1990.0,6.0,6.0,Murdered six men in Los Angeles County in what he claimed was a retaliation against the AIDS epidemic.
David Berkowitz,United States,1976.0,1977.0,6.0,6.0,"Known as ""Son of Sam"", he went after young women and couples killing 6 people and wounding 7 others with a .44 caliber Bulldog revolver. He was caught when an eyewitness to his last murder saw he had a parking ticket on his car. He was sentenced to life in prison with parole in 1978."
Richard Chase,United States,1977.0,1978.0,6.0,6.0,"Known as ""The Vampire of Sacramento"" because he drank his victims' blood and cannibalized their remains. He killed six people in the span of a month in Sacramento, California. The 1987 film Rampage was loosely based on based on Chase's crimes."
Michael Terry,United States,1985.0,1986.0,6.0,6.0,"Murdered six men in Atlanta, Georgia in a 10-month period, via stabbing or shooting. Sentenced to life imprisonment in 1988."
Lázaro Barbosa de Sousa,Brazil,2006.0,2021.0,6.0,6.0,Convicted of a double murder in 2007; later escaped from prison and murdered a family of 4 before dying in a shootout with the police.
Alfredo Galán,Spain,2003.0,2012.0,6.0,6.0,"Shot random people over the course of three months, killing six and wounding three. He would sometimes leave a Spanish playing card at the scene of the crime as a signature."
Friedrich Schumann,Germany,1918.0,1920.0,6.0,6.0,Killed six people and executed in 1921.
Eugen Weidmann,France,1937.0,1946.0,6.0,6.0,"German who strangled and robbed American dancer Jean de Koven, shot a former accomplice, and shot dead and robbed four other people around Paris in 1937."
Rhonda Belle Martin,United States,1937.0,1951.0,6.0,6.0,Alabama poisoner who murdered six family members; executed in 1957.
Leslie Irvin,United States,1954.0,1955.0,6.0,6.0,"Known as ""The Mad Dog Killer""; Killed six people in robberies in the mid-1950s; his Supreme Court case set a precedent for fair trials of highly publicized defendants."
Lemuel Smith,United States,1958.0,1981.0,6.0,6.0,"Confessed to the murders of five people, including an on-duty female prison guard. Sentenced to death on June 10, 1983. Commuted to life in 1984."
